text,label
Tried it now and upma came out awesome. I have never made upma this tasty . Thanks a lot.,1
Eth rice aanu use cheyyunnath idiyappatginta recipe koodi next video il parayane,7
Thank you veenechiii,1
"Mam video short aakkalle..namukku itha ishtam..Mam fish fry, Biriyani pickle kanikkane",7
Happy Birthday Avi kutta....stay blessed....enjoy with family and cut the cake made by Amma....,6
After hearing your words I feel more Love and respect with you.,6
Pinnee.. yellarum nalla happy aavum lle ,6
Looks good ,3
Hahaha entoru rasa randuperudeyum pyaar Adipoli veenakutty. God Bless You,6
Soft uniappam undakunna recipe share cheyamo can,7
I like your recipe n the beautiful presentation. ,4
Chechi sugano,6
ലക്ഷ്മി ചേച്ചി ഇത്രേം സെറ്റ് സാരി വാങ്ങി വച്ചിട്ടുണ്ടോ.  സെറ്റ് സാരി lovers ഉണ്ടോ ഇവിടെ,6
first,6
Ee video notification vannilla..2 videos kandilla ...chilathokke ezhuthi veykum,6
ഞാൻ marble cake ഉണ്ടാക്കാറുണ്ട് ഗോതമ്പ് പൊടി ഉപയോകിച് എന്റെ മോന് ഏറ്റവും ഇഷ്ട്ടമുള്ള cake ആണ് ഇത്. Super ആയിട്ടുണ്ട്ട്ടോ,7
Happy Birthday ..May God bless you with gud health & happiness always.,6
Super easy...tasty,3
Happy new year veena n family,6
 ഞാൻ bengan ki baetha undakki. Super aayittundu.  Enikku ente neibhour konduvannu thararundu.  Avar M. P. Karanu. പക്ഷെ ഈ ടേസ്റ്റ് aayirunnulla.  ഇത് super anu..  ente ഹൈസ്‌ബന്ദ് പൊതുവെ ഇത് kazhikkatilla.  ഇന്നലെ ഞാൻ ഉണ്ടാക്കിയത് നല്ല ishtamayi..  ഞാനും ഉണ്ടാക്കുമ്പോൾ ഗരംമസാല ഒക്കെ  ഇട്ടു boravarundu.  ഈ റെസിപ്പി നല്ല ishtayi.  പൊട്ടറ്റോ ബോണ്ടയും ഉണ്ടാക്കി super ടേസ്റ്റ് aayirunnu...  എഗ്ഗ് ബിരിയാണി undakki..  ടേസ്റ്റി aayirunnu.   Ente മക്കൾ എന്നോട് ചോദിക്കുന്നത്  അമ്മ ഞങ്ങൾ ഉള്ളപ്പോ ഇതൊന്നും ഉണ്ടാക്കി thannillallonnanu.  അപ്പൊ ഞാൻ പറഞ്ഞുവന്നു ഇത്രയും  u tube channel illallo.  Pinne veenayum undayirinnilla..   ini Indiayil varumbo ellamundakki tharannu paranjurekshappettu...  Thank you veena.  God bless you,5
Super... Rusk undakunnadumkoode kaaniko,7
ചേച്ചിക്ക് ഒരിക്കലും പാചകം മടുക്കാറില്ലേ? ,6
Thank you,1
Beautiful ,3
Your so beautiful mam,4
Beautiful place chechi.njoy.nd be safe...christmas avide aarikkumo chechi,6
Super chechi....,4
Happy Valentine's day chechy unniyappam sprrr,6
thank you so much Veena & family.,1
Best way of explanation,4
Second ,6
"Sooper.... yummy...... recipe  കൊതിയായിട്ടു വയ്യ                  love you mam....  oru request  parayattea?  Sea food (prawns, squid, crab, mussels) recipe  um prethikshikunnu.... thank you",2
Lakshmi,6
The same procedure i saw on f.b Street food,6
Babies recipes venam mam njangalude molkh 2.5 years und bhayankara madi Anu fud kazhikhaan what to do madam homely foods and innovative ideas please,7
Thank u  very much chechi  love u dear chechi ,5
Thank u chechi,1
വീണ ചേച്ചി പുതിയ വീട് സൂപ്പർ,6
"Aunty, long time ago in magic oven you had shown a vellappam with wheat flour. I have made it. It was really good. I can't remember the recipe now. Could you please show that recipe.",7
"I was awaiting for a this recipe.. thanks dear.. have positive energy with u, so I mostly prefer to watch ur videos n morning ",5
Undaakkitt abipraayam parayaatto  ee type  dosa kure years munp my sister undakki thannittundayirunnu super. chechi thamilnad ayirunnu sathyathil ee recipe  engineyanennu nhan alochichirunnu  ippol ethaalym kittiyallo thanks veea,6
Useful tips..Epozhum savala murikkumbol kannil ninnum vellam varum ...thanks chechi.video ishtayi,1
Veenechi I like it . simple receipe iniyum venam,7
My oven is of IFB brand. Thanks 4 ur reply...bye...,1
Kandu etayi,6
Beautiful awesome aathu samsarikkunnath kelkkan nalla rasamane,6
Wonderful video....i.loved it veena chechi,3
ചേച്ചി എന്റെ വീട് Andhra യിൽ ആണ് മാങ്ങ പഴം ഇവിടെ നിന്ന് കേരളത്തിലെക് വരും പഴുകാൻആയിട് ഇവർ കെമിക്കൽ ഉപയോഗിക്കും അതുകൊണ്ട് തൊലി ചെത്തി കളഞ് കഴിക്കുക please ചേച്ചി പറഞതിൽ തെറ്റ് ഉണ്ടേൽ sorry കാർബററിനെ ്് ഉബയൊഗികുനൂ,7
Hi Lakshmi chechi I tried vellarrikkya kichadi...it was awesome....in fact It got finished that day itself...thank u for sharing all the onam recipes. U have made my onam special this year,1
Chechi njan undakki nokki orupaad ishttayi ellavarkkum antey husband ne orupaa ishttayi ee recipe currect north side dish thanne.sherikkum hotel tast ah ellarum try cheyyanam plssss....,6
Chehi kalyanaveedukalile  biriyani rice receipe edamo chikken vendatto,7
Wow really tempting and delicious curries thank you for making these and showing us...,5
നല്ല ഒരു ഭർത്താവിനെ കിട്ടിയേക്കാം പക്ഷേ നമ്മുടെ കുഞ്ഞിന് നല്ല ഒരു അച്ഛനെ കിട്ടാൻ പാടാണ്. അതിനു ദൈവാനുഗ്രഹം തന്നെ വേണം. ,6
ഉണ്ണിയപ്പം സൂപ്പർ ',2
Mam pls purathekk kodukkan pattiya oru redvelvet cake kanikkamo... ,7
Flat sprrrb God bless yuu &fmly,6
Chettinad dishes kazhikkathavar aarund,6
Thank you ma'am.Definitely I will try this thoran .,1
"BEAUTIFUL FAMILY, I LOVE THE SMALL TAUNT WHICH JAN SAYS",6
Really nice to see your presentation and feel so much respect when you are doing all the cutting and other chores yourself! Had a great time watching you...,5
Veenachechiiii..cake indakki suuprrr..thankuu..ini Oru honey cake recipe venm tto..,2
Veenechiiiiii u r awesomeeeideas pwoli..time consumig ideas veenechiiiicake oru rekshayillatto veenechi,5
veenechi oru belya sambavaattoo...  kuppilott unnina kettith pwlich,6
"Beautiful House , Happy New Year",6
*ഷിഫ്റ്റിംഗിനേക്കാൾ തലവേദന പിടിച്ച ഒരു പണി വേറെ ഇല്ല.പുതിയ വീട്ടിൽ പഴയ പോലെ ഒന്ന് സെറ്റ് ആയി വരാൻ ഒരു മാസമെങ്കിലും എടുക്കും*,6
Congrats chechii.... Puthiya veed santhoshakaramaya othiri nimishangalkk koottakatte,6
Super chechi,4
Oru rakshayum illa! ,2
Pnne ma'am vedio short aakendaa maminte varthamaanam kelkkaan nsngalk bayankara istaaa ....keep it up love you,3
Happy birthday monu dhyvam anugrahikkatty.,6
Naseema ,6
super video nalla bhangiyulla kazhchakal kanichuthannathine orupade thanks ,6
പപ്പടം മൈക്രോവേവ് അവനിൽ എങ്ങിനെ ചെയ്യാം ?,7
Something different,6
"Hae nan pradeekshichathu kitty,thank you dear",1
"Was waiting for this..... Hv seen many making it including cooking shooking chef.... But wen u show, it really makes us feel tat it is easy n results are sure. . Will definitely try",5
Wow.. My fav  thanq for the recipe dear mam. definitely will make,5
Super recipe Njan undaki nokki adipoli dear,2
Njan orupad agrahicha recipie ayirunnu thank u veenechi,1
Veenechissss Cake  Simple n Tasty,2
Hi... Veena chechee...njan new subscriber,6
"Suuuper maam, adipoli fry  thanks .",5
Happy valentine’s day santoor mummy ,6
Love you veena,6
Chechii super ,3
Thank you chechi for the recipe,1
ശരിയാ സ്വപനവീടു തന്നെ...Lovely. second homekitchen മുൻപ് കണ്ടതോർക്കുന്നു.കാപുച്ചിനോ..........,6
Yesterday I made this . It came out very well.. thank you..,1
Its really very tasty...!,2
Pwoli.......,3
Nice recipe..i tried it..it tasted yum.. bt chechi u speak a lot..,5
Ma'am did you tell that chef your background :))))???,7
ചേച്ചി കുട്ടി love u. അങ്ങനെ അവിടെ കാണാൻ പറ്റി ഞങ്ങൾക്ക്,6
Veneechiiiii.....haiiiii,6
By ,6
Beautiful...stay blessed,6
Hiii chechyyy.. recipe super ,6
"Ooooo , kothippikkalle chechii",6
"Hi chechi,.... Hammus undakitta... Adipoliyayirunn... Thnk u....",1
Ethin Vendi wait cheythuu irikuvarunnuuu  thank you Veenechiii ,1
"Home Decor Ideas ,Garden Ideas ,Budget Bedroom makeovers videos oke ente channel ilund ...plz visit ",6
അതിന്റെ double viewers veenakund..,6
Ee nancy evidaa naadu ammadam Aani,6
Thank you so much mam for this recipe,1
Thank you,1
"ഞാൻ വിചാരിച്ചു കുക്കിംഗ്‌ ആയിരിക്കുമെന്ന്, വീഡിയോ കടപോഴാണ് സവാള കട്ടിങ് ആണന്നു മനസ്സലായത്",6
ചേച്ചി മൈദ സ്പൂൺ വെച്ച് എടുക്കുവാണെങ്കിൽ എത്ര സ്പൂൺ എടുക്കണം റിപ്ലൈ തരണേ,7
Veenechi...  njanundakita...Adipoli sooopr soft,2
"Chicken,athu ethu kolathilayalum roopathulayalum,stylilayalum,ethravenengilum nan kazhikkum.maminte chicken fry nan try cheythirunnu,matramalla nanippo.aa reethil matramanu cheyyunnathu",4
Ethokke kanumbol vienna kaanan oru moham  superb videos,3
", happy Valentines day",6
"Decorating kanumbo njan first time cake undakiyapo cheytha polind,",6
Idly rice use chythu first choru undakandathu ethiri difficult thanne aanu,2
Enthokeya ithu chechiiii variety anallo,3
Mam love all your recipes..that coconut oil kuppi bringing back my memories of keralam,2
Veena ചേച്ചി ഞാൻ ഇന് ആണ് വീഡിയോ കണ്ടത് ,6
"Thank you for this recipe, sponge cake indakki success ayirunnu",1
Thank you chechi super recipe ,5
Firsteeee,6
Awesome! Will try soon :),2
Thank you mam ,1
ചേച്ചി ഉഴുന്നു വട ഉണ്ടാകൂ,7
Happy newyear veenechi  ഈ വർഷം അടിപൊളി ആവട്ടെ ,6
"Chechi , i tried it came perfect  ,thank uuuu",1
I like it veenechi,4
Superlovely fmly,6
Super റെസിപ്പി .......  happy journey chechiiiiii...... ,2
It’s too tempting ma’am Presentation is too good..Love ur vlogsSuch a nice personality,4
Njan marble cake undaki spr aayirunnu chechi thanks for the recipie,1
Super,6
Ende veetil neerdoshak ulla combinations ith,6
"നമ്മൾ ഓരോരുത്തരും അവരവരുടെ ഭവന നിർമാണ സമയത്തു 2 മരം മുറിച്ചാൽ 200,000 മരങ്ങൾ ഭൂമുഖത്ത് നിന്നും അപ്രത്യക്ഷമാകും.. ഇന്ത്യ മുഴുവൻ 1കോടി വീട് പൂർത്തിയാകുമ്പോൾ 2കോടി മരങ്ങൾ ഇല്ലാതാകും.. അതിൽ എത്ര മരങ്ങൾ പുനർ നിർമിക്കുന്നുണ്ട്.. ",6
"Hi mam, 1st time anu ee resipe kanunnath thank you mam ",1
ചേച്ചീടെ ഈസ്റ്റൗവിന് കൂടുതൽ ഗ്യാസ് ചിലവുണ്ടോ,7
Chechi njan try cheythu zeebra cake spr taste yummy love uuu chechi,5
"hi veena, i tried this, thanks for this new item. super taste n yummy. a big thanks again. god bless u always...",5
Happy journey chechienjoooy wid yur family,6
Please ,6
Was waiting for 12.30.. you are a great inspiration in all the ways these days.. when I am lazy I watch ur episodes and that gives me an energy,4
God bless you Veena,6
Happy birthday Avikutta.. Stay blessed.. ,6
"Grill chiken,grill fish receipys okke post cheyyo",7
Serikkum enjoy cheythuuuu. Luttaappi pwolichu,6
I tried this recipe and it came out well!!! My first time at making Duck Mappas ! Thank you for sharing your method. Enjoy your videos!,3
Jan chettan poli.... ,6
ചേച്ചിന്റെ ഇത് വരെ ഉള്ള ഒരൊറ്റ വീഡിയോ യും miss ചെയ്തിട്ടില്ല ,4
Njan undakkiiii. Came out well. Thank you ,1
Try cheythu...super.. Thank you veena chechii.. ,5
Mole kk egg allergy und...egg avoid cheyamoo..,7
Kidu,2
Thnx a lot veena...nvr knew abt micro power use,1
Super cake and lovely family . Stay blessed ,2
Thank you,1
നമ്മക്കും ഉണ്ട് ഒരു വീട് *!*അത് വീടാണോ കുടിൽ ആണോ എന്നെന്നും നുമ്മ നോക്കാറില്ല ഉറക്കം വന്നാൽ ഉറങും രാവിലെ ആയാൽ എണീക്കും അത്ര തന്നെ,6
U should do ur shopping haul too...,6
Love u and ur family from bottom of my heart...u r a true inspiration .... sry fr late reply,6
"Thank you madam, I am so happy to see all these ",1
Love you  Veena chechy,3
Oh chachy l love you so much..,4
M’am memories so sweet..th way u say really trigger nostalgia....when custard was the main attraction  for parties..,6
Suuuper   mam,3
Super. aarum Ed pole undakit kandittila eshttapettu sure ayitum try cheyyum insha allah,3
Njan undakkumbol mikkavarum egginte yellow potti pogum ,6
"Chechide videos kanathe thank like adikkum, luv u chechi",4
Chechiinod oru attachment thonunnu....... Gd presentation,3
Thanks chechi adipoli njan undakki,1
Thank you for the   lovely recipe  I will surely try this recipe   please show us how to make the authentic kerala  varthaarcha chicken curry. Looking forward for that recipe.,5
"Chechyyyy firstttttt loveeee Uuuuu, waiting ayirinu cakeeeee",4
"Lakshmi I am enjoying seeing this video....I memories my life in India , I love it.....Also the way talk attrack so much..So nice to see you in sari. And you are so simple",3
Appavum tharavum pole madavum siniyum nalla combination aane,4
Nammude anniversary kku Idan irunna white forest......,6
അടിപൊളി വീണേച്ചീ,4
Lakshmi chechiii mole yum sonlw neyum onnu kanikuuu plzzz,6
"Enthu nalla place, lakshmiii super",6
ചേച്ചിയുടെ  സംസാരം  കേട്ട്  ഇരുന്നാൽ  ടെൻഷൻ  എല്ലാം  പോകും  അത്രക്ക്  രസം  ആണ്,4
"Veenechi, attempted cake for the very first time yesterday with steel bowl and idli stand, came out very soft, innale thanae thirnnu",6
Veetil Aaro brandi adikkunundu ennu manasilayi,6
Stay blessed ,6
"Chechi, pls don't make your videos short. I love your presentation and the way you talk. Can you show mutton recipes along with Chicken.",5
Good dear... Njan undakkum,4
Anu chechi sooooo cuteeee beautyyyyy luckyyyyyyy,6
Waiting for the next video,6
ദൈവത്തിനു ഇഷ്ടപ്പെട്ടവരെ കുറച്ചു കഷ്ടപെടുത്തും..എന്നിട്ട് നല്ലൊരു ലൈഫ് തരും. ..ദൈവം എപ്പോഴും കൂടെ ഉണ്ട്....with prayers...,6
Panam ullavarku thanne panam labhikunnu. Wow,6
Fresh cream use cheyyamo?,7
"Hi chechi  njan video yellam kanarund, undakarund supertto",3
My favorite,6
Cake rusk pls try,7
"Hi Veena Jan....hru,?my favorite bread omelet. എന്റെ മക്കൾക്കും ഭയങ്കര ഇഷ്ടമാണ്. Tqu വീണ .",6
Will try,6
Wow!,2
"ഞാൻ ഇത് കൈച്ചിട്ടുണ്ട്, long years back. Thank for recipe",1
ചേച്ചി ഓണത്തിന്റെ കരി ക ൾ കാണിച്ചതിന് നന്ദി,1
Sweet and happy family ,6
Micro wave or convention mode ?,7
അഞ്ചു മിനിറ്റിൽ ഉപ്പ്മാവ് എന്ന വീഡിയോ നോക്കിയപ്പോ 29 മിനിറ്റ്  വീഡിയോ,4
Surely ll try Chechi.... Coz of u I'm getting very good compliments from my husband...  Thank u so much Chechi.....,1
Camera mante oru baghyamm,6
Love uuuuu chechi.... chettan...kutties,4
പോർച്ചുഗൽ  വന്നിട്ടും  വീണക്കു  റസ്റ്റ്‌ ഇല്ലേ അടിച്ചു പൊളിക്കൂ  ഡിയർ,6
OMG...yet another beautiful place in your holiday series mam... really an awesome destination...again arousing my good old memories,6
ഡ്രസ്സ് കിടു,6
Healthy and tasty,2
God bless u dear.rent koduthalaville,6
Hii Veenechii... Kuppi vechittullathu njn adyayittu kaanuvaaa.... Enthayalam sambhavam colr ayittund.... Try cheythu nokkattoo ,6
Hi chechi first comment,6
Anyway will try the recipe for sure,2
Kurthi adipoli aayittund   pinne recipe parayandalooChechiyude Ella dishesm undakkan pattiyittillenkilum Oru 60%kooduthal dishes try cheyyuarulla oraalanu njn orupaad ishtaanu ,5
Weekend masti.  Very nice..Loved seeing the togetherness...God bless you all..Thankyou for sharing ,6
Super chechiii  great job  Love you chechiii ,2
Mashah allah..vlog kandu kannu niranju...elayamma super...makkalude creativity superr....puthiya flat kidu.....spacious aanu...ishtaaayi....,6
എന്റെ പൊന്നു ചേച്ചി cakente ചന്തം കണ്ടിട്ടാണെന്ന് തോന്നുന്നു എത്ര വട്ടം ഞാൻ ഇൗ റെസിപി കണ്ടൂ. ന്റേ പൊന്നോ അടിപൊളി.,6
Hii Veenechii... New home sarveswaran ella vidha nanmakalum aiswaryavum tharatte ....,6
Hi chechi ,6
Chechi...It's looks so awzm....... Yummy!!! I will definitely try....,5
Amazing  scenery.,6
Aaha... entha oru bhamgi... super dear... helpful video.. shared,3
Thank u Chechi,1
Enthayalum njan try cheyyum ,6
കണക്കുകൂട്ടലുകൾ തെറ്റിക്കുന്ന വീട്! വിശേഷങ്ങളുമായി ലക്ഷ്മി നായർ ...,6
Happy wedding anniversary,6
*ചിക്കൻ ഫ്രൈ പ്രേമികൾ ആരുണ്ട്*,6
Thanks a lot.Dear laksmi mam.,1
Raining love:):),6
Yummy  Thank you ചേച്ചി ,2
Veena God bless you.... ഞാൻ ഇന്നാണ് വിഡിയോ കണ്ടത്.... ,6
ആൾക്കാർ ഫോട്ടോ എടുത്ത് തള്ളുവാ ഹ ഹ ഹ അത് ഇഷ്ടപ്പെട്ടു... ഒന്നും പറയാനില്ല സൂപ്പര്‍,6
Thanks in advance,1
Sneha chechiye thirakkiyathayi parayanam. Njangal thiruvalla ane.,6
It's looks same as Switzerland,6
വീണേച്ചി ഫാൻസ്‌ ഒന്ന് ലൈക് അടിച്ചേ,6
Today njan undakki. Very tasty. Pic instayil share cheythittundu,4
ഹായ് ചേച്ചി സുഖമാണോ കേക്ക് പൊളിയാണ് ,6
Pesarattu dosa njan undakki super ayirunnu. Ithum try cheyyanam,6
Sooper ayitundallo bread...,2
Overnight ferment cheyyamo.Healthy recipe.,7
ഈ christmas special ആയിരിക്കും അല്ലെ ചേച്ചി..... പുതിയ വീട്ടിൽ.....പുതിയ സ്വപ്നങ്ങളുമായി.... All the best.... ,6
Enthu bhangiyaa kanan.... ,6
Beautiful home,6
Nalla beautiful place pakshe Nyan chechide beauty aswadhikyayirunnu ,6
But it’s ok... HBD Avi,6
thank u chechi...offc lekku pokunnavarkku easy aayirilkum,1
Thanku so much chachi super looking so beautiful saree super mala adipoli super thanku ,5
Vit d3 deficiency vannadu kondano,6
"ചെട്ടിനാട് ആണേലും മലബാർ ആണേലും ഇനിയിപ്പോ കോട്ടയം സ്റ്റൈൽ ആണേലും... ദേ ഇവിടെ ലക്ഷ്മി ചേച്ചിയുടെ ഈ ചാനലിൽ കണ്ടാൽ മനസ്സ് നിറയും, ",4
Chechi body maintain cheyyunnad engane .livil varumbol parayane,6
veenechi i am suneena frm calicut.njan bun try cheythu .supr aayit vannu.thanks fr ur recipe,2
"Yenthaaaa chechiyude presentation,its really good keep it up mam",3
Ipo u tube thurann enik sthiramayitulla paripadi chechiyude recipes kandirikalan..,3
Tried it out ! It was superb ,2
Superb dear chechi.... Ente hus nu etupolate dishes okke aanu ishtam.... So definitely I will try... ,2
Definitely I will try.  Thanks for teaching  my beautiful.,1
Thanku so much chechii. Arupadu helpfullaya vedioanutaa,1
My dear chechiyeeee your the strongest personality I hv ever seen lots of love and support to you from me ,6
Adipoli aayittunde  Happy birthday Avikkutta ,5
Happy New year and best wishes for your new house,6
Mam icecream undakunnath kanikane. Juice item's. Maminte video length koodiyalum no problem. Maminte presentation thanne kanaan nalla ressama,7
SPECIAL  to Abhikutty.,6
Happy birthday ,6
"Veenachechi... Try cheythu, adipoli taste, , Thank you for sharing the recipe ",5
Mam.. vaazhakka thengayum sharkarayum ittitt oru vibavam undallo. ,7
Hai Chechi.orappayum try chayyum. Thank you Chechi,1
"Nice (Avikuttaa, you are sooooo lucky to have him as your father MashaAllah)",6
*കപ്പ മീൻ കറി പ്രേമികൾ ആരുണ്ടിവിടെ*,6
Hi veenachechiii,6
Cabbage upperi vekkumpol valiya 4 cabbage nu etha cheriya ulli venam? Cabbage approximately 8 kg undu. Pls reply chechi.. ,7
Uncle puttalu,6
I make Paripp for this onam by following your instructions.,6
അവരുടെ family മെമ്പേഴ്സ് ആണെന്ന് തോന്നുന്നു സ്ഥിരമായി വീഡിയോസ് Dislike ചെയ്യുന്നവരിൽ ഒരു വിഭാഗം. എന്തായാലും നിങ്ങളുടെ ജീവിത വിജയത്തിൽ അവർക്ക് അസൂയ തോന്നുന്നുണ്ടാവും.,6
  superb will keep watching n making...,2
I love cakes..  ,2
"Chechi oru trip pokumo MYSORE, Hampi, Bangalore....etc",6
"I cooked Sambar after watching your video, my father said wow..I am in Kerala now, for Odisha guy sambar is far away.. But you made it, Thank you Ma'am",3
Fish curry kannanum awesome. Will try definitely. I have downloaded all ur recipes,2
At last..... Njn kaath Ninna cake recipe.... Thnqqq so much chechiii..... Luv u.... ,5
Thanks fr reminding this taste.. My amma s fav.. Mine too..,1
Easy recipe super ,2
"Wow super,guhaylude nadakuna kanumbol pediyakunnu ",6
Egg..Biriyani ,6
I will try soon,6
Tried today. My husband has given . Thank you Veena. You are really great inspiration to try out new recipes.,5
loved this vedio..  a big salute to your husband's positive energy ,6
Mmm super,3
Nte ammyee ....last superway...first-time seeing,6
Kazhinja blog ilum eppozhum itta kurthi super aayittundu Mam ,6
സംസാരം കേൾക്കുമ്പോ എന്നോട് പറയുന്നപോലെ തോന്നുന്നു .... എന്തോ വല്ലാത്ത ഒരു അടുപ്പം ഉള്ളത് പോലെ .....,6
Congrats &god bless u family,6
Njanundaakiii Nalla taste Ind thankyuu ...,1
That  art work is really superb...lov d it...a big congratulations to the artist behind it....the effort and time u invested in it... everything... ...u have a really good future......,6
Thnqqq Veena ,1
ഇത് പോലെ easy റെസിപ്പി കൾ കുറച്ച് കാലം പ്രതീക്ഷിക്കുന്നു. അല്ലെകിലും ചേച്ചിയുടെ റെസിപ്പികൾ ഈസിയും പവർ full അല്ലെ . Will try. ,7
Veenecheee... adipoli but njangade jan cheten muthaan.. Jan cheten njangale Portugal kondooyee Avi kutten Athuuus ,6
Chechi njan undakki super very very tasty..thank you chechi ,5
Nalla bangi undo kanan ,4
Super... I Will try...,6
Checchi eth kurach nerathea kanikanamayirunnu enthayalum ishttayi to. Love u ,4
Nice Noodles with white sauce...,2
ചേച്ചിക്ക് നാടൻ ആണ്  nalle ..!!!,6
Chechi.. Lov u so much... ,4
Hai chechi ... Nice ... Definitely try cheyyum,6
What a perfect vedioo... love you chechiii...,5
Chechi ith puthiya veed allann thonnunnu gas stove allallo?,7
Ente ammayum ee style il anu fish curry undakuka veenamole.. Am from trissur,6
കൊടുങ്ങല്ലൂർ അമ്പലം ഒരുപാട് നല്ല ഓർമകൾ ഉള്ള അമ്പലം,6
super family,6
Parvathy yude sound cheruthayi kettuu..... Othiri santhosham ,6
തീപ്പെട്ടി കൊണ്ട് stow കത്തിക്കുന്നത് വളരെ ഇഷ്ടപ്പെട്ടു,6
മുട്ടയും bread ഉം കയ്യിലുണ്ടെൽ എന്തൊക്കെ ഉണ്ടാക്കാം ല്ലേ ....,7
Best Wishes! A Very Happy New Year to you and family :),6
Bread omplate ,6
"Weekly once microwave recipes idumo, Veena? Veettil ullathu krithyamaayi upayogikkan padikkam",6
Thanks for yummy recipe. Egg manchurian recipe post cheyamo please,5
Polichu....,3
Healthy receipe,2
ചേച്ചി റെസിപി ബുക്ക്‌ എവിടെ കിട്ടും... കുറെ ബുക്ക്‌ സ്റ്റാളിൽ തിരക്കി എങ്ങും ഇല്ല... ഞാൻ ആലപ്പുഴ ആണ് എന്റെ സ്ഥലം...,7
Thank you mam for this recipe   looks yummy ,1
"ചേച്ചി,,, പാനി പൂരി recipe ചെയ്യുമോ??? ",7
Super soft Marble cake!,2
Happy Christmas to my Veena chechi and lovely family,6
പുരുഷന്റെ സൗന്ദര്യത്തെക്കുറിച്ചുള്ള ചോദ്യത്തിനുമുന്നിൽ മമ്മൂട്ടി പറഞ്ഞ മറുപടി:-,6
Drooling  Ma'am can u pls tell me the brand name of jelly which u r using..i tried 2 to 3 different brands of jelly mix but it didn't came out well.,7
Good recipe.... can you please explain the reason and role of egg into it.,5
How I wish you had carried a grand sari along... ,6
Veenechii.... Ingal Kore travel cheyanm . Enit pokuna place nte oke history Jaan chetane kond explain cheyane. It's really interesting. U ppl r awesome Masha Allah ,6
"Nice recipe. Mam, where did you buy this cooking pan from?",2
Your hands are so beautiful.Any secrets?,6
Ketyolan maalaka actress pole thonni chechiye kaanan,6
Njan aadyamayittan oru u tube channel subscribe cheyyunnad.maminte presentation enne kond subscribe cheyyipichu,4
Hi mam. Perfect macrons undakkunnathe onne kanikkamo,7
Hai chechi.....,6
"Happy new year Veena Chechi. God bless you and your family with all happiness. Adipoli veedu, more than that good arrangements.",6
ഒരായിരം പിറന്നാൾ ആശംസകൾ അവിക്കുട്ടാ,6
Hai mam ,6
.Mia chechik pand 2laks mele kitunundenn പറഞ്ഞിട്ടുണ്ട്,6
Cherupathile magic oven nte preshakar ayirunu njanum ammayum... kurach kazhinj flavours of India...epo LN vlogs...annu njagal orumichayirunu ....epo amma veetl ammeda  mobilil. njan kalyanam kazhinju  hus nte veetilum enta monodoppam  kanunu.....,4
"Kazhikunnathu kanan thanne enthoru rasama,kandukondirikkan thonnum I",6
ഹായ് വീണച്ചേച്ചി n ഫാമിലി ജാ ൻചേട്ടൻ red T  shirt ൽ ആണോ ,6
Thank you,1
"sooper,baakki koode kaanatte",3
Haai chechiye...I love this recipe...lots of love from Japan...,2
അഭിനന്ദനങ്ങൾ..,6
nice video.....keep it up,3
Hi veenachechi.. thanks for this simple recipie..,1
"മാം തമിഴ് നാട്ടിൽ കിട്ടുന്ന പൊങ്കൽ ഒരു ദിവസം ഉണ്ടാക്കി കാണിക്കണേ, ഉപ്പ്മാവ് സൂപ്പർ ",7
ന്തായാലും  വെയ്ക്കും chechii yummyy,6
Tried bread n bun .I am so happy that it came out perfect n super first time trying. Thanks for showing microwave oven settings very clearly n well explained.really really adipoli...,5
മോനെ കൊഞ്ചിച് കൊഞ്ചിച് വഷളാക്കി ,6
Pineapple cook cheyyaan ethra water venam??,7
ഇത് കാണുന്ന എന്നെപ്പോലത്തെ എത്ര കോട്ടയംകാരുണ്ട്.അവർ ലൈക് അടി ,6
Thanks Veena God bless you and your family,1
Nice video... Kodungalloor amblavum aaltharayum,6
ഹായ്..... മാഡം കാണാത്ത Places ഏതെങ്കിലും ഉണ്ടോ ?ഇനി പോകുമ്പം എന്നേം കൂട്ടിക്കോ,6
Ith കൊല്ലംകാരുടെ  കിണ്ണത്തപ്പം  ആണ്,2
Adipoli chechiiii,4
"Hi Chechy, really superb..... Will try at the earliest, can you please show kozhukatta and adda receipe also",5
ഇൗ ഓണത്തിന് ലക്ഷ്മി സദ്യ ആയിരിക്കും മിക്ക newgen housewifes ഉണ്ടാക്കാൻ പോകുന്നത് .അല്ലേ subscribers,6
New subscriber like ur receipes chechi,6
Hi chechi first comment  undaki nukaaam,6
ചേച്ചീടെ വീഡിയോ skip ചെയ്തു കാണാൻ പറ്റില്ല. കാരണം എന്തൊക്കെ ടിപ്പ് കൾ എപ്പോഴെക്കെയാ പറയുക എന്നറിയില്ലല്ലോ,4
Chechiyude videos njan try cheyarundu.palak njan undakarund.njan mumbail anu.chechi last lemon juice nu pakaram fresh cream cherku.nala taste anu cream cherkubol,6
sonthamaayoru  veed   vekanam  adine  kaashoke  veedde   uddaavumaayirikum  alle,6
Thanks a lot chechi,1
ഒരിക്കലും കാണാൻ കഴിയാത്ത സ്ഥലങ്ങൾ കാണിച്ചു തന്നതിന് ഒരായിരം നന്ദി....,1
All t best for ur new home chechi ,6
Wish a happy life in new home ,6
Chechi first time I am commenting you really love ur presentation love your simplicity wishing you a best best for you with your sweet family,6
Randhum perum spr ,6
Regen India Green Homes,6
